policy_id,hotel_id,child_policy,pet_policy,extra_bed_policy,extra_bed_charge,extra_bed_currency,payment_methods,airport_pickup,early_checkin_possible,accessibility_notes,updated_at
hpo_8bc7b8fd,htl_722f8202,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,456.00,INR,"card,wallet,netbanking",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_6727a5c5,htl_f8fc5376,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,,,"wallet,upi",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_66410f1d,htl_704d96f5,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1333.00,INR,"netbanking,upi,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_0fdd0021,htl_14aa3026,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1431.00,INR,"upi,card,wallet,netbanking",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_6801b8b4,htl_1ef3de6b,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,950.00,INR,"card,upi,netbanking,wallet",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_cfc7c4be,htl_13ad06f2,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2197.00,INR,"netbanking,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_f1206126,htl_5488ed63,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,634.00,INR,"netbanking,wallet,upi,card",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_02888d89,htl_ed48c7a2,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,,,"upi,card,wallet,netbanking",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_2fc9b136,htl_aceeb75d,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1377.00,INR,"netbanking,wallet,upi,card",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_174942b9,htl_df0a4506,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,1228.00,INR,"card,netbanking,wallet,upi",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_f9023786,htl_5cc7b022,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"netbanking,card,upi,wallet",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_18b157f2,htl_436d4430,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,583.00,INR,"card,upi,netbanking",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_9835ff54,htl_ee1f6167,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"wallet,upi",0,1,,2026-08-18T10:00:00+05:30
hpo_6157c390,htl_6f9c55b9,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,2450.00,INR,"upi,netbanking",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_fc4e01cc,htl_e7f80c48,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2026.00,INR,"card,upi",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_ee1e6dee,htl_a7836911,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,467.00,INR,"upi,card,wallet,netbanking",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_ee366812,htl_c649fa89,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,2557.00,INR,"netbanking,upi,card",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_7fed1d98,htl_62ba5d99,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",1058.00,INR,"netbanking,wallet",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_7c65672c,htl_a131f5ce,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2499.00,INR,"wallet,netbanking,card",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_d4ee932d,htl_5f017daa,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",1957.00,INR,"wallet,netbanking,card",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_062029e4,htl_b58f3951,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",2172.00,INR,"upi,wallet,netbanking",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_a33854f9,htl_f415989a,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,806.00,INR,"card,wallet,upi",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_93cb4950,htl_d1b123ad,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",,,"card,netbanking",0,1,,2026-08-18T10:00:00+05:30
hpo_eebb3669,htl_0c108c67,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,820.00,INR,"card,upi,netbanking",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_bd134500,htl_3e63856a,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,2119.00,INR,"netbanking,wallet,upi",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_16f6b349,htl_b1b494c7,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1366.00,INR,"upi,netbanking,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_ce4dcdf2,htl_c134b947,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"card,netbanking,wallet",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_977dd122,htl_040c557e,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"upi,netbanking,card",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_d23ddc9b,htl_8179b205,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"wallet,netbanking,card,upi",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_0c1822cc,htl_9b015642,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,708.00,INR,"netbanking,upi,card",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_4744eac6,htl_e13e7c6e,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",1440.00,INR,"card,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_c98f6b71,htl_b93e42eb,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",1401.00,INR,"upi,card,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_2c681d41,htl_9643ee61,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,,,"upi,card,wallet",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_fb3d9455,htl_c9bc505f,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2269.00,INR,"upi,netbanking,wallet",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_987ef188,htl_7aa20f17,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,806.00,INR,"upi,card",1,1,,2026-08-18T10:00:00+05:30
hpo_144b368f,htl_ec9ef535,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"netbanking,upi,card",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_88a1018d,htl_bc107f55,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,2277.00,INR,"netbanking,card,upi",0,0,,2026-08-18T10:00:00+05:30
hpo_fd5d39c2,htl_7bdd1aff,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1022.00,INR,"upi,card,netbanking,wallet",1,1,,2026-08-18T10:00:00+05:30
hpo_c0a345f4,htl_e3c2d87b,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,No extra beds available.,1460.00,INR,"wallet,upi",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_c3550702,htl_bf678135,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,1381.00,INR,"netbanking,card",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_8bc39821,htl_13418139,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1417.00,INR,"wallet,card,upi",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_b8261340,htl_5a20d360,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",,,"card,wallet,netbanking,upi",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_4c0d2d7d,htl_b9dc154f,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,2322.00,INR,"netbanking,wallet",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_7e91142d,htl_7bb07d85,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,1843.00,INR,"card,netbanking,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_01cb2422,htl_718f3718,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,2055.00,INR,"card,upi,wallet",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_37403ec2,htl_4aef7a7a,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1769.00,INR,"upi,netbanking,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_b534205f,htl_101afcbe,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2066.00,INR,"netbanking,card,wallet,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_40e4927e,htl_ddccdc31,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,,,"upi,card,wallet",0,0,,2026-08-18T10:00:00+05:30
hpo_b23aeea5,htl_960025d2,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1804.00,INR,"card,netbanking,wallet,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_9b8efec6,htl_c8a743dd,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"card,upi",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_0381bdb7,htl_cebc7d14,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2123.00,INR,"card,netbanking,wallet",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_c47c08f7,htl_0271c63d,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2581.00,INR,"card,wallet,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_c3a6c16c,htl_90bb6e48,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1732.00,INR,"card,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_940237ea,htl_871f7548,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,1125.00,INR,"card,netbanking,wallet",0,0,,2026-08-18T10:00:00+05:30
hpo_ab7e7d20,htl_fd99a5e3,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,770.00,INR,"netbanking,card",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_50a1c43c,htl_02220bb1,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,,,"netbanking,wallet",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_6031767f,htl_068a2e31,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2325.00,INR,"wallet,card,netbanking,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_cd166c62,htl_8dd76814,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2143.00,INR,"upi,netbanking,card",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_17240a14,htl_ea1d6629,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,486.00,INR,"wallet,upi",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_abd085cd,htl_8f2c9fd3,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"card,wallet,netbanking,upi",1,1,,2026-08-18T10:00:00+05:30
hpo_3647fd1c,htl_25648fce,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2439.00,INR,"wallet,upi,card,netbanking",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_9793813f,htl_2755e47d,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,828.00,INR,"upi,card,netbanking,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_09baf7dd,htl_84019428,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,1043.00,INR,"card,netbanking",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_ce7bfa8c,htl_4e72ba4d,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2585.00,INR,"card,netbanking,upi,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_3000c0b1,htl_a47cd4c7,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"netbanking,wallet,upi,card",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_0b462768,htl_48fec9af,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",1506.00,INR,"upi,netbanking,card",0,1,,2026-08-18T10:00:00+05:30
hpo_4bd5ea85,htl_b36fd517,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,1019.00,INR,"wallet,upi,card",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_f75aea05,htl_298b4ec1,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1891.00,INR,"upi,card,wallet,netbanking",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_95b6d07d,htl_d205a5e4,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",1754.00,INR,"upi,netbanking",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_f9284ab4,htl_c0de65d4,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2218.00,INR,"card,upi",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_511d7466,htl_dc149b42,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"upi,netbanking",1,1,,2026-08-18T10:00:00+05:30
hpo_f183d67f,htl_4d461be6,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,"One extra bed per room, chargeable.",2501.00,INR,"upi,card,wallet",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_5dfdbaf0,htl_273028a1,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,"One extra bed per room, chargeable.",2119.00,INR,"card,wallet,netbanking",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_d6ef5afd,htl_30653890,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,Extra beds available in suites only.,,,"card,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_df14411c,htl_bfce4849,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"wallet,netbanking",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_10d48965,htl_bf31f384,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1591.00,INR,"wallet,card",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_56c7a998,htl_48b38cd2,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,No extra beds available.,,,"netbanking,wallet,card,upi",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_763935f4,htl_9591edb5,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1649.00,INR,"card,wallet,netbanking,upi",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_7d6278b2,htl_44f1ae8b,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1331.00,INR,"card,wallet,netbanking,upi",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_0d4b5870,htl_01cc0635,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"card,upi",0,1,,2026-08-18T10:00:00+05:30
hpo_451c689b,htl_14e0ebdc,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,"One extra bed per room, chargeable.",748.00,INR,"wallet,netbanking,upi",0,1,,2026-08-18T10:00:00+05:30
hpo_2d734312,htl_b24e5527,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"card,wallet,upi",0,0,,2026-08-18T10:00:00+05:30
hpo_875525c3,htl_33999106,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"wallet,netbanking,card,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_8476a0b5,htl_0a785439,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"wallet,netbanking,upi,card",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_935787fd,htl_b3c102fc,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2456.00,INR,"upi,wallet,netbanking,card",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_5fce9ae6,htl_76cb1dd1,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2476.00,INR,"netbanking,card,wallet,upi",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_4bf2c830,htl_dfe97fda,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1512.00,INR,"card,wallet,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_100a06de,htl_245a6528,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,2173.00,INR,"card,upi,wallet,netbanking",0,1,,2026-08-18T10:00:00+05:30
hpo_f0c1a5eb,htl_79d42624,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1870.00,INR,"card,netbanking,wallet",0,0,,2026-08-18T10:00:00+05:30
hpo_fb294e48,htl_764cb54e,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1942.00,INR,"netbanking,wallet",1,0,,2026-08-18T10:00:00+05:30
hpo_8c6301f9,htl_abb24469,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",735.00,INR,"upi,netbanking,wallet,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_0ba887d1,htl_02acd495,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,428.00,INR,"wallet,netbanking,upi",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_4c511097,htl_47d978bd,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,711.00,INR,"upi,netbanking",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_a2363513,htl_3ae2dcdc,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2181.00,INR,"upi,card",0,1,,2026-08-18T10:00:00+05:30
hpo_720159ae,htl_e2de8e67,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",604.00,INR,"upi,card",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_224e40f5,htl_bae73dee,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,1034.00,INR,"netbanking,wallet,card,upi",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_594bf985,htl_f240ca58,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"card,netbanking,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_c67ed207,htl_8355f0e8,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"upi,netbanking,card",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
