rate_plan_id,room_type_id,plan_type,name,price_delta,currency,cancellation_window_hours,cancellation_penalty_pct,includes_breakfast,min_stay_nights,status,updated_at
rtp_f9723c1b,rmt_1aa70708,refundable,Refundable,373.32,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_bc092dd9,rmt_f151034c,non_refundable,Non Refundable,-427.76,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_bb5b33be,rmt_f151034c,long_stay,Long Stay,-641.64,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_f88c5dee,rmt_84950119,breakfast_included,Breakfast Included,429.37,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_1b5fc6dd,rmt_84950119,non_refundable,Non Refundable,-536.71,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_c31b7fe0,rmt_eafcf781,refundable,Refundable,805.07,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_37dc37ea,rmt_eafcf781,half_board,Half Board,1207.60,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_050bb5ea,rmt_dec6e52e,refundable,Refundable,1030.48,INR,72,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_165654cb,rmt_dec6e52e,long_stay,Long Stay,-1288.11,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_17718fe6,rmt_050e238e,full_board,Full Board,3306.14,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_afabe765,rmt_050e238e,long_stay,Long Stay,-1771.14,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_371d8dad,rmt_2dd1de63,non_refundable,Non Refundable,-1151.37,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_f64a2d71,rmt_2dd1de63,full_board,Full Board,3223.82,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_fc3db163,rmt_48fcd6e9,non_refundable,Non Refundable,-1439.21,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_179b5450,rmt_48fcd6e9,breakfast_included,Breakfast Included,1151.36,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_276d53e3,rmt_4477c345,full_board,Full Board,5158.12,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_e9a9fd88,rmt_4477c345,long_stay,Long Stay,-2763.28,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_8f5da168,rmt_bff5ea54,full_board,Full Board,7092.41,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_9755e8b8,rmt_bff5ea54,breakfast_included,Breakfast Included,2026.40,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_b6b44734,rmt_b6e168a7,full_board,Full Board,451.65,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_4fa95343,rmt_b6e168a7,breakfast_included,Breakfast Included,129.04,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_61edba0e,rmt_3f20cfe3,half_board,Half Board,362.94,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_ff3614fd,rmt_3f20cfe3,non_refundable,Non Refundable,-201.63,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_37d9e476,rmt_2e6b37c4,non_refundable,Non Refundable,-258.09,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_03387a48,rmt_2e6b37c4,breakfast_included,Breakfast Included,206.47,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_cd550158,rmt_40239d2c,long_stay,Long Stay,-532.31,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_f459de81,rmt_40239d2c,refundable,Refundable,425.85,INR,48,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_401d537a,rmt_363b952e,refundable,Refundable,1250.69,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_5a1f4692,rmt_363b952e,full_board,Full Board,2918.28,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_da85484b,rmt_89a1197c,non_refundable,Non Refundable,-1302.80,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_36c26453,rmt_89a1197c,breakfast_included,Breakfast Included,1042.24,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_a310903b,rmt_22c2a674,breakfast_included,Breakfast Included,1334.07,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_21883755,rmt_22c2a674,full_board,Full Board,4669.25,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_140a30d2,rmt_58af0d23,breakfast_included,Breakfast Included,1834.35,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_a9615b39,rmt_58af0d23,full_board,Full Board,6420.21,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_8e12cde9,rmt_e156013c,long_stay,Long Stay,-53.42,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_fdb65eee,rmt_e156013c,half_board,Half Board,64.10,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_4dfa11c3,rmt_f7dde849,non_refundable,Non Refundable,-247.30,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_40f79bd6,rmt_f7dde849,full_board,Full Board,692.43,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_a118d9e5,rmt_bfbec016,non_refundable,Non Refundable,-316.54,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_cf31ff25,rmt_bfbec016,long_stay,Long Stay,-474.81,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_03440e54,rmt_25f397a2,refundable,Refundable,522.29,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_ec2853c8,rmt_25f397a2,half_board,Half Board,783.44,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_8f043d94,rmt_c867633e,half_board,Half Board,2692.04,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_205a3eb6,rmt_c867633e,breakfast_included,Breakfast Included,1196.46,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_d15f04e3,rmt_032042e7,breakfast_included,Breakfast Included,1495.58,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_c93f4512,rmt_032042e7,refundable,Refundable,2243.36,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_7f388c68,rmt_cd58fb6c,half_board,Half Board,4307.26,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_833e518b,rmt_cd58fb6c,full_board,Full Board,6700.18,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_d6651908,rmt_e67cfa4b,full_board,Full Board,9212.75,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_3d66e380,rmt_e67cfa4b,breakfast_included,Breakfast Included,2632.21,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_ccce1c18,rmt_94a3c5f2,breakfast_included,Breakfast Included,258.94,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_3642ae58,rmt_94a3c5f2,long_stay,Long Stay,-485.51,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_99a72f38,rmt_9c7f9ef3,non_refundable,Non Refundable,-404.59,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_9738758d,rmt_9c7f9ef3,full_board,Full Board,1132.85,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_ed52031e,rmt_e1c91b66,half_board,Half Board,932.17,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_c7cffec9,rmt_e1c91b66,full_board,Full Board,1450.05,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_cb63eba0,rmt_4a3554c4,refundable,Refundable,854.49,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_883153bc,rmt_4a3554c4,half_board,Half Board,1281.74,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_92a2dde3,rmt_4def1ddd,long_stay,Long Stay,-940.84,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_bf597a38,rmt_4def1ddd,full_board,Full Board,1756.23,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_048155da,rmt_f2f2c965,half_board,Half Board,1411.26,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_2e39128d,rmt_f2f2c965,refundable,Refundable,940.84,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_3482bf62,rmt_31045f8d,refundable,Refundable,1204.27,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_55af45f0,rmt_31045f8d,full_board,Full Board,2809.97,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_6f1e1f35,rmt_b8d9eb24,long_stay,Long Stay,-2069.84,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_9a90bfdb,rmt_b8d9eb24,half_board,Half Board,2483.81,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_09d01864,rmt_a99668b1,non_refundable,Non Refundable,-262.76,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_262639cb,rmt_a99668b1,full_board,Full Board,735.72,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_3389412c,rmt_1d640259,half_board,Half Board,591.20,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_596e9d86,rmt_1d640259,refundable,Refundable,394.14,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_0321a32d,rmt_160cfd98,long_stay,Long Stay,-630.62,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_0017a7a6,rmt_160cfd98,non_refundable,Non Refundable,-420.41,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_064d8fb6,rmt_000c0568,full_board,Full Board,1618.58,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_b713033c,rmt_000c0568,non_refundable,Non Refundable,-578.07,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_39a27393,rmt_712b5e11,non_refundable,Non Refundable,-1405.26,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_1d252104,rmt_712b5e11,refundable,Refundable,1686.32,INR,48,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_e9e8f667,rmt_a6f63f5a,half_board,Half Board,3161.84,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_38acf04f,rmt_a6f63f5a,refundable,Refundable,2107.89,INR,24,10,0,1,active,2026-08-18T10:00:00+05:30
rtp_86db2ff0,rmt_5742e95a,half_board,Half Board,4047.16,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_65557923,rmt_5742e95a,full_board,Full Board,6295.58,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_05f6ec81,rmt_afa1e735,long_stay,Long Stay,-4637.37,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_a4f98fbc,rmt_afa1e735,non_refundable,Non Refundable,-3091.58,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_15f7b8f0,rmt_5ad7ba13,full_board,Full Board,3213.47,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_1c26e2e2,rmt_5ad7ba13,long_stay,Long Stay,-1721.50,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_35ace484,rmt_d6753252,full_board,Full Board,4016.84,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_4f2b6c2d,rmt_d6753252,breakfast_included,Breakfast Included,1147.67,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_f516665c,rmt_fa2ef6ea,half_board,Half Board,3305.28,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_8d3d4b9b,rmt_fa2ef6ea,long_stay,Long Stay,-2754.40,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_9205446c,rmt_ec814c1b,non_refundable,Non Refundable,-2524.87,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_3c051dcb,rmt_ec814c1b,full_board,Full Board,7069.63,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_2b3ce520,rmt_e788942c,refundable,Refundable,317.49,INR,24,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_ec9e55eb,rmt_e788942c,non_refundable,Non Refundable,-264.58,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_beea73f3,rmt_0984138d,non_refundable,Non Refundable,-330.72,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_474111ae,rmt_0984138d,refundable,Refundable,396.87,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_c1e57167,rmt_b98688cb,non_refundable,Non Refundable,-423.32,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_f523b112,rmt_b98688cb,half_board,Half Board,761.98,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_33b5a610,rmt_2be23202,non_refundable,Non Refundable,-582.07,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_30460c41,rmt_2be23202,breakfast_included,Breakfast Included,465.65,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_afdcaf73,rmt_42ee9a69,breakfast_included,Breakfast Included,312.25,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_15b9a4f2,rmt_42ee9a69,full_board,Full Board,1092.86,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_15c0a1bf,rmt_ce262e92,non_refundable,Non Refundable,-487.89,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_a99f43da,rmt_ce262e92,breakfast_included,Breakfast Included,390.31,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_411aecc0,rmt_41f20a24,refundable,Refundable,749.39,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_b4a3fd23,rmt_41f20a24,non_refundable,Non Refundable,-624.49,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_9d639609,rmt_8c0f9254,non_refundable,Non Refundable,-858.68,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_65d2ede1,rmt_8c0f9254,long_stay,Long Stay,-1288.02,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_3f855603,rmt_21f02a51,full_board,Full Board,483.90,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_96b9898c,rmt_21f02a51,long_stay,Long Stay,-259.23,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_691fefc0,rmt_a831ecbe,full_board,Full Board,604.88,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_7ec0593c,rmt_a831ecbe,half_board,Half Board,388.85,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_85176c8a,rmt_25f29e90,breakfast_included,Breakfast Included,221.21,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_63ff06f0,rmt_25f29e90,long_stay,Long Stay,-414.77,INR,24,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_609d5595,rmt_27a442c4,non_refundable,Non Refundable,-380.21,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_821799f7,rmt_27a442c4,half_board,Half Board,684.37,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_082e3a28,rmt_c4bb0df8,half_board,Half Board,475.68,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_39c25576,rmt_c4bb0df8,non_refundable,Non Refundable,-264.27,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_4332f38f,rmt_5408036b,long_stay,Long Stay,-495.50,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_0ee273c8,rmt_5408036b,refundable,Refundable,396.40,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_5afdf732,rmt_a89f152d,half_board,Half Board,761.08,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_b3c8ae2b,rmt_a89f152d,full_board,Full Board,1183.91,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_d63e1897,rmt_61459536,full_board,Full Board,1627.87,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_e76563d3,rmt_61459536,long_stay,Long Stay,-872.07,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_032652ef,rmt_c2b24a4a,long_stay,Long Stay,-946.23,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_aae834a4,rmt_c2b24a4a,non_refundable,Non Refundable,-630.82,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_79e82f46,rmt_fe4c30eb,full_board,Full Board,2207.88,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_c67ca304,rmt_fe4c30eb,breakfast_included,Breakfast Included,630.82,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_3699ce7e,rmt_0113eeb3,full_board,Full Board,2826.08,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_5e42b5ba,rmt_0113eeb3,refundable,Refundable,1211.18,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_5b0aa567,rmt_ff9c44ca,full_board,Full Board,3885.86,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_1c676bea,rmt_ff9c44ca,long_stay,Long Stay,-2081.71,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_c9d35019,rmt_0f9bc16e,non_refundable,Non Refundable,-327.44,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b786d831,rmt_0f9bc16e,full_board,Full Board,916.84,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_a2fc88a7,rmt_3cd4eb6d,non_refundable,Non Refundable,-409.30,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_6f62cdfb,rmt_3cd4eb6d,half_board,Half Board,736.75,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_18645b9e,rmt_014d864d,half_board,Half Board,943.03,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_6f305a79,rmt_014d864d,breakfast_included,Breakfast Included,419.13,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_e52066b9,rmt_4f3fa69d,long_stay,Long Stay,-1080.56,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_781d0944,rmt_4f3fa69d,refundable,Refundable,864.45,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_f7115713,rmt_37a43ed3,full_board,Full Board,832.44,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_57b31a5c,rmt_37a43ed3,non_refundable,Non Refundable,-297.30,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_6419f338,rmt_3a8fdf65,long_stay,Long Stay,-557.44,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_f2099198,rmt_3a8fdf65,half_board,Half Board,668.93,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_51ccc8b5,rmt_0a4424bd,refundable,Refundable,570.82,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_8438814f,rmt_0a4424bd,breakfast_included,Breakfast Included,380.54,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_aca283a6,rmt_b3b1eab5,non_refundable,Non Refundable,-654.06,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b94e41e0,rmt_b3b1eab5,long_stay,Long Stay,-981.09,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_058972b7,rmt_06a3711f,breakfast_included,Breakfast Included,118.33,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_390bb2a9,rmt_06a3711f,non_refundable,Non Refundable,-147.91,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_2e4619f2,rmt_71adb7eb,long_stay,Long Stay,-277.34,INR,48,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_c9a8683c,rmt_71adb7eb,non_refundable,Non Refundable,-184.89,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_43f7abf1,rmt_2e70cc92,non_refundable,Non Refundable,-236.66,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_e0bb635d,rmt_2e70cc92,half_board,Half Board,425.99,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_f472cdbc,rmt_e83b097a,half_board,Half Board,585.73,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_cbbe8187,rmt_e83b097a,refundable,Refundable,390.49,INR,48,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_bf1a1e75,rmt_351c3194,full_board,Full Board,829.42,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_6da07f67,rmt_351c3194,refundable,Refundable,355.46,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_94488bc4,rmt_74c057c9,full_board,Full Board,1036.77,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_cfdaff71,rmt_74c057c9,refundable,Refundable,444.33,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_fa6b6d1f,rmt_53e05e64,full_board,Full Board,1327.06,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_356b0cfd,rmt_53e05e64,refundable,Refundable,568.74,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_8799d14b,rmt_69b4a71d,long_stay,Long Stay,-977.52,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_bf22671f,rmt_69b4a71d,refundable,Refundable,782.02,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_80683fef,rmt_d0f7d9a3,non_refundable,Non Refundable,-288.27,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_580bbf0d,rmt_d0f7d9a3,half_board,Half Board,518.89,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_8420f7cb,rmt_bb6fd965,non_refundable,Non Refundable,-360.34,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_9f130423,rmt_bb6fd965,full_board,Full Board,1008.96,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_4dac8a90,rmt_50ad8a4a,long_stay,Long Stay,-691.86,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_5ed39e9a,rmt_50ad8a4a,non_refundable,Non Refundable,-461.24,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_f2408295,rmt_9c46aba3,long_stay,Long Stay,-951.30,INR,24,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_0a94c89e,rmt_9c46aba3,non_refundable,Non Refundable,-634.20,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_50e5c492,rmt_1ccb5b81,half_board,Half Board,1185.13,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_f7de0802,rmt_1ccb5b81,long_stay,Long Stay,-987.61,INR,48,10,0,3,active,2026-08-18T10:00:00+05:30
rtp_e02c5702,rmt_e1c75857,long_stay,Long Stay,-1234.51,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_4cb86340,rmt_e1c75857,refundable,Refundable,987.61,INR,72,0,0,1,active,2026-08-18T10:00:00+05:30
rtp_22334477,rmt_bde6c4e8,long_stay,Long Stay,-1580.18,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_9979ab73,rmt_bde6c4e8,refundable,Refundable,1264.14,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_2a4a4888,rmt_e92e5f89,breakfast_included,Breakfast Included,1158.80,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_d375b64f,rmt_e92e5f89,full_board,Full Board,4055.79,INR,48,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_f30e3270,rmt_71f221d5,breakfast_included,Breakfast Included,300.63,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_b610972d,rmt_71f221d5,long_stay,Long Stay,-563.67,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_a7a5dba9,rmt_36e72487,breakfast_included,Breakfast Included,375.78,INR,72,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_2bda703c,rmt_36e72487,full_board,Full Board,1315.24,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_9fd36eba,rmt_00657163,refundable,Refundable,721.50,INR,72,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_20e95bc7,rmt_00657163,long_stay,Long Stay,-901.88,INR,24,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_0a65cc83,rmt_c7b8ff94,non_refundable,Non Refundable,-826.72,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_b34a9f26,rmt_c7b8ff94,half_board,Half Board,1488.10,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_ea408cb3,rmt_a3594036,full_board,Full Board,1845.21,INR,72,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_a95f2df2,rmt_a3594036,breakfast_included,Breakfast Included,527.20,INR,72,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_f5197075,rmt_5ded57e5,breakfast_included,Breakfast Included,659.00,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_856a8ab8,rmt_5ded57e5,full_board,Full Board,2306.51,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_8746fdee,rmt_a1181b1e,breakfast_included,Breakfast Included,843.52,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_eba17376,rmt_a1181b1e,non_refundable,Non Refundable,-1054.40,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_03da248f,rmt_90ba0cc3,full_board,Full Board,4059.45,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_eba857ef,rmt_90ba0cc3,long_stay,Long Stay,-2174.71,INR,48,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_633fe530,rmt_67b30175,long_stay,Long Stay,-400.80,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_9dd55a43,rmt_67b30175,half_board,Half Board,480.96,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_98cf1cd2,rmt_7be6dd38,refundable,Refundable,400.80,INR,24,25,0,1,active,2026-08-18T10:00:00+05:30
rtp_2d40caa0,rmt_7be6dd38,full_board,Full Board,935.21,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_5304ad2b,rmt_aadbb36a,full_board,Full Board,1197.07,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_874c0bb5,rmt_aadbb36a,long_stay,Long Stay,-641.29,INR,24,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_5f0ec08d,rmt_057cb85a,non_refundable,Non Refundable,-587.85,INR,0,100,0,1,active,2026-08-18T10:00:00+05:30
rtp_0465e99c,rmt_057cb85a,long_stay,Long Stay,-881.77,INR,72,25,0,3,active,2026-08-18T10:00:00+05:30
rtp_e41b8d56,rmt_e85f70fe,full_board,Full Board,1858.77,INR,24,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_392bd409,rmt_e85f70fe,breakfast_included,Breakfast Included,531.08,INR,48,0,1,1,active,2026-08-18T10:00:00+05:30
rtp_b85c1d1c,rmt_2a746672,full_board,Full Board,2323.46,INR,24,25,1,1,active,2026-08-18T10:00:00+05:30
rtp_18a32457,rmt_2a746672,breakfast_included,Breakfast Included,663.85,INR,24,10,1,1,active,2026-08-18T10:00:00+05:30
rtp_4bd87b08,rmt_c28b8198,long_stay,Long Stay,-1593.23,INR,72,0,0,3,active,2026-08-18T10:00:00+05:30
rtp_064e3bdc,rmt_c28b8198,breakfast_included,Breakfast Included,849.72,INR,48,25,1,1,active,2026-08-18T10:00:00+05:30
